conversation_id,rep_id,client_id,date,product,product_category,specialite_cible,objection_type,objection_text,rep_response,response_quality,niveau_alia,visit_format,visit_step,medecin_type,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,acrv_score,conformite_flag,client_sentiment,conversation_duration_sec,outcome,skill_tags
CONV_1417,REP_212,CLIENT_099,2025-09-30,Oligovit Zinc B15,Zinc – cure courte,Dermato,autre,"Tout le monde demande du zinc, c'est trop galvaudé",Je comprends. Segmentation précise avec cure test de 15 jours. D'accord pour un test sur 2 patients ?,Bon,Junior,Flash,3,Promouvant,7.74,7.99,7.08,7.52,3,1,Positif,47,À suivre,ACRV|closing
CONV_1418,REP_213,CLIENT_105,2025-12-24,LV Fersang B60,Fer / énergie,MG,habitudes,J'ai mes habitudes avec un autre fer,"C'est une préoccupation que j'entends souvent. Sur quels patients vous êtes le moins satisfait en tolérance ou adhésion ? Justement, positionnement en plan B sur ces profils avec suivi à J+7 et J+14.",Bon,Junior,Standard,5,Contrôlant,6.59,6.9,7.79,7.22,2,1,Neutre,350,Fiche laissée,segmentation|questionnement
CONV_1419,REP_214,CLIENT_124,2025-11-09,LV Tétra B B30,Vitamines B – énergie,MG,autre,Je n'aime pas les compléments vitamines B,C'est une objection fréquente. Positionnement support avec rappel des limites et suivi à J+14. Je repasse dans 15 jours pour votre retour.,Bon,Confirmé,Flash,4,Promouvant,7.54,7.02,7.58,7.4,0,1,Neutre,18,Intérêt manifesté,conformite
CONV_1420,REP_200,CLIENT_157,2026-01-08,PULMAX antitussif 150ml,Toux – sirop,Pédiatre,temps,Pas le temps pour une présentation,"C'est une préoccupation que j'entends souvent. Vous avez 20 secondes ou je repasse demain ? 1 indication de bon usage, je laisse une fiche et je reviens.",Bon,Junior,Standard,5,Contrôlant,6.43,6.04,5.51,5.9,1,1,Neutre,167,Fiche laissée,basique
CONV_1421,REP_201,CLIENT_002,2025-09-03,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,Pas d'intérêt clinique démontré,"Votre remarque est pertinente. Sur quels cas vous voyez un bénéfice perçu chez vos patients ? Positionnement support avec prudence, pas de promesse clinique.",Bon,Junior,Standard,3,Promouvant,5.68,6.33,7.71,6.79,2,1,Neutre,303,À suivre,questionnement
CONV_1422,REP_202,CLIENT_092,2025-12-09,Vitonic Allaitement B45,Allaitement – support nutritionnel,Gynéco,autre,Trop de produits post-partum sur le marché,Votre remarque est pertinente. Quel besoin prioritaire identifiez-vous chez vos patientes ? Cadrage sur 1 besoin prioritaire avec micro-test sur 2 patientes.,Bon,Junior,Standard,3,Promouvant,6.07,6.49,7.88,7.01,3,1,Neutre,367,Fiche laissée,ACRV|closing|questionnement
CONV_1423,REP_203,CLIENT_060,2026-01-05,Pédiakids Crème change 40g,Dermite du siège – topique,MG,autre,Ça ne marche pas toujours dans mon expérience,"C'est une objection fréquente. Sur quel contexte exactement : mycose, irritation, ou allergie ? Clarification diagnostique, orientation si besoin, positionnement en prévention.",Bon,Confirmé,Standard,5,Facilitant,7.05,7.14,7.32,7.2,1,1,Neutre,173,À suivre,conformite|questionnement
CONV_1424,REP_204,CLIENT_033,2025-09-17,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,tolerance,Problème de reflux et d'odeur signalé,C'est une préoccupation que j'entends souvent. Conseil prise au repas et adaptation du schéma pour le confort. Je vous laisse une fiche et je repasse.,Bon,Junior,Standard,5,Promouvant,6.14,7.36,6.48,6.66,1,1,Neutre,361,Intérêt manifesté,basique
CONV_1425,REP_205,CLIENT_165,2026-02-20,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,ORL,autre,Je ne veux pas multiplier les références pédiatriques,Je comprends. 1 règle de tri claire entre les deux références et plan B. Je vous laisse une fiche et je repasse.,Bon,Junior,Flash,5,Promouvant,7.64,6.08,6.94,6.86,2,1,Positif,42,Intérêt manifesté,basique
CONV_1426,REP_206,CLIENT_050,2025-11-25,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,conviction,Pas convaincu par les données sur la CoQ10,"C'est une préoccupation que j'entends souvent. Vous attendez quel type de repère scientifique ? 1 repère ciblé, cure test sur 2 patients et retour à J+30.",Bon,Junior,Standard,4,Analysant,6.29,8.16,6.0,6.72,2,1,Neutre,260,Intérêt manifesté,closing|questionnement
CONV_1427,REP_207,CLIENT_028,2025-12-31,Vitonic Grossesse B30,Grossesse – support nutritionnel,Gynéco,securite,Je suis très prudent avec tout produit en grossesse,"Votre point est tout à fait valable. Vous craignez quoi précisément : dosage, tolérance ou interactions ? Réponse prudente avec renvoi à la fiche et plan B selon le trimestre.",Bon,Confirmé,Standard,5,Facilitant,6.02,7.43,5.62,6.26,2,1,Neutre,186,Fiche laissée,conformite
CONV_1428,REP_208,CLIENT_206,2025-12-23,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,autre,Je préfère une approche médicale classique,C'est une objection fréquente. Positionnement support clair avec prudence et complémentarité médicale. Je repasse dans 15 jours pour votre retour.,Bon,Confirmé,Standard,5,Promouvant,7.09,5.39,5.95,6.07,0,1,Neutre,91,Intérêt manifesté,conformite
CONV_1429,REP_209,CLIENT_119,2025-12-19,Vitonic Conception B30,Conception – préconception,Gynéco,temps,Mes patientes oublient vite la routine,"Votre remarque est pertinente. C'est un oubli pur ou un manque de motivation selon vous ? Rituel de prise, rappel digital et point retour à J+15.",Bon,Junior,Standard,3,Promouvant,6.96,6.12,7.49,6.95,2,1,Neutre,256,Fiche laissée,basique
CONV_1430,REP_210,CLIENT_114,2025-10-18,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,Pédiatre,autre,Ils arrêtent dès l'amélioration des symptômes,C'est une objection fréquente. Vous le voyez souvent dans votre pratique pédiatrique ? Conseil durée d'usage recommandée avec suivi à J+5.,Bon,Confirmé,Standard,4,Promouvant,7.55,6.24,6.76,6.8,1,1,Positif,377,À suivre,conformite
CONV_1431,REP_211,CLIENT_003,2026-01-11,Pédiakids Oméga3 150ml,Oméga-3 – enfant,Pédiatre,observance,Les enfants refusent à cause du goût,Je comprends votre réticence. À quel moment de la journée c'est le plus difficile pour eux ? Astuces observance adaptées à l'enfant et test sur 2 semaines.,Bon,Confirmé,Standard,4,Promouvant,7.18,6.73,5.47,6.28,3,1,Neutre,248,Fiche laissée,ACRV|closing|conformite|questionnement
CONV_1432,REP_212,CLIENT_086,2026-02-05,LV Phytocalm B30,Calme / stress – support,MG,temps,Je préfère éviter ce type de produits en consultation,Votre point est tout à fait valable. Sur quels profils précis vous accepteriez un support naturel ? Segmentation ciblée avec cure test sur des profils stress léger.,Bon,Confirmé,Standard,5,Promouvant,7.14,6.1,6.55,6.56,3,1,Neutre,349,À suivre,ACRV|closing|segmentation|conformite|questionnement
CONV_1433,REP_213,CLIENT_189,2025-11-24,Oligovit Zinc B15,Zinc – cure courte,Dermato,conviction,Pas convaincu par les données sur le zinc,"Je comprends. Quel repère scientifique vous manque pour vous convaincre ? 1 repère ciblé sur l'indication, positionnement clair et suivi.",Bon,Junior,Flash,5,Analysant,5.24,6.3,6.08,5.94,3,1,Neutre,45,Intérêt manifesté,ACRV|questionnement
CONV_1434,REP_214,CLIENT_045,2025-10-27,LV Fersang B60,Fer / énergie,Gynéco,habitudes,J'ai mes habitudes avec un autre fer,"Je comprends. Sur quels patients vous êtes le moins satisfait en tolérance ou adhésion ? Justement, positionnement en plan B sur ces profils avec suivi à J+7 et J+14.",Bon,Junior,Standard,3,Contrôlant,2.32,2.87,4.06,3.27,3,1,Neutre,205,Intérêt manifesté,ACRV|segmentation|questionnement
CONV_1435,REP_200,CLIENT_117,2025-11-01,LV Tétra B B30,Vitamines B – énergie,MG,autre,Je n'aime pas les compléments vitamines B,Votre remarque est pertinente. Sur quels cas vous acceptez une aide pratique en support ? Positionnement support avec rappel des limites et suivi à J+14.,Bon,Junior,Standard,3,Promouvant,4.85,5.71,3.4,4.46,3,1,Neutre,216,Intérêt manifesté,ACRV|questionnement
CONV_1436,REP_201,CLIENT_049,2026-01-16,PULMAX antitussif 150ml,Toux – sirop,Pédiatre,comportement_patient,Les patients s'automédiquent trop,"Votre point est tout à fait valable. Vous le constatez souvent dans votre pratique ? Message sécurité : bon usage, durée limitée, consulter si persistance.",Bon,Confirmé,Standard,3,Facilitant,7.87,6.23,5.66,6.38,2,1,Neutre,360,À suivre,conformite
CONV_1437,REP_202,CLIENT_100,2026-02-13,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,"Tout le monde en demande, c'est galvaudé",Je comprends. Segmentation patient ciblée avec cure courte et suivi J+15. Est-ce que ça répond à votre question ?,Bon,Junior,Flash,4,Promouvant,5.25,6.42,7.11,6.44,2,1,Neutre,47,Intérêt manifesté,basique
CONV_1438,REP_203,CLIENT_116,2025-10-31,Vitonic Allaitement B45,Allaitement – support nutritionnel,MG,autre,Trop de produits post-partum sur le marché,C'est une préoccupation que j'entends souvent. Quel besoin prioritaire identifiez-vous chez vos patientes ? Cadrage sur 1 besoin prioritaire avec micro-test sur 2 patientes.,Bon,Junior,Standard,3,Promouvant,7.15,5.77,6.91,6.63,2,1,Neutre,163,Intérêt manifesté,closing|questionnement
CONV_1439,REP_204,CLIENT_120,2026-01-10,Pédiakids Crème change 40g,Dermite du siège – topique,MG,autre,Ça ne marche pas toujours dans mon expérience,"C'est une préoccupation que j'entends souvent. Clarification diagnostique, orientation si besoin, positionnement en prévention. D'accord pour un test sur 2 patients ?",Bon,Junior,Standard,4,Facilitant,6.21,6.97,6.72,6.67,2,1,Neutre,81,À suivre,closing
CONV_1440,REP_205,CLIENT_026,2025-10-01,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,autre,Je ne priorise pas les oméga-3 en consultation,C'est une préoccupation que j'entends souvent. Sur quel profil de patient vous l'accepteriez comme support ? Segmentation précise avec cure test sur 3 patients ciblés.,Bon,Junior,Standard,5,Promouvant,6.13,6.23,7.02,6.56,2,1,Neutre,176,Fiche laissée,closing|segmentation|questionnement
CONV_1441,REP_206,CLIENT_077,2025-11-12,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,MG,autre,Je ne veux pas multiplier les références pédiatriques,Votre point est tout à fait valable. 1 règle de tri claire entre les deux références et plan B. Est-ce que cela répond à votre point ?,Bon,Confirmé,Standard,3,Promouvant,7.48,7.55,6.82,7.2,2,1,Neutre,454,Intérêt manifesté,conformite
CONV_1442,REP_207,CLIENT_088,2025-09-22,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,autre,Trop de demandes énergie dans ma patientèle,Votre remarque est pertinente. Quel profil vous priorisez parmi ces demandes ? Segmentation et cadrage des attentes réalistes.,Bon,Junior,Flash,5,Promouvant,8.64,5.86,7.37,7.23,3,1,Positif,44,À suivre,ACRV|segmentation|questionnement
CONV_1443,REP_208,CLIENT_087,2025-10-28,Vitonic Grossesse B30,Grossesse – support nutritionnel,MG,securite,Je suis très prudent avec tout produit en grossesse,"Votre remarque est pertinente. Vous craignez quoi précisément : dosage, tolérance ou interactions ? Réponse prudente avec renvoi à la fiche et plan B selon le trimestre.",Bon,Junior,Standard,3,Facilitant,7.14,6.27,7.77,7.16,2,1,Positif,241,À suivre,basique
CONV_1444,REP_209,CLIENT_101,2025-09-17,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,autre,Je préfère une approche médicale classique,Votre remarque est pertinente. Dans quels cas vous acceptez un support complémentaire ? Positionnement support clair avec prudence et complémentarité médicale.,Bon,Junior,Standard,5,Promouvant,7.11,7.98,7.42,7.51,2,1,Positif,164,Fiche laissée,questionnement
CONV_1445,REP_210,CLIENT_051,2025-09-18,Vitonic Conception B30,Conception – préconception,MG,autre,Je ne veux pas promettre de résultats sur la conception,Je comprends. Positionnement support uniquement avec suivi rigoureux. D'accord pour un test sur 2 patients ?,Bon,Junior,Flash,5,Promouvant,7.48,6.09,5.85,6.33,3,1,Positif,26,Intérêt manifesté,ACRV|closing
CONV_1446,REP_211,CLIENT_034,2025-10-23,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,MG,autre,Ils arrêtent dès l'amélioration des symptômes,Je comprends votre réticence. Vous le voyez souvent dans votre pratique pédiatrique ? Conseil durée d'usage recommandée avec suivi à J+5.,Bon,Confirmé,Standard,5,Promouvant,5.17,7.16,8.22,7.14,2,1,Neutre,165,Fiche laissée,conformite
CONV_1447,REP_212,CLIENT_207,2025-11-03,Pédiakids Oméga3 150ml,Oméga-3 – enfant,MG,securite,Je suis prudent sur les allégations cognitives,"Je comprends. Cadrage strict sur le support, fiche produit remise et suivi. Je vous laisse une fiche et je repasse.",Bon,Junior,Flash,4,Facilitant,6.27,7.06,8.04,7.3,2,1,Neutre,53,Fiche laissée,basique
CONV_1448,REP_213,CLIENT_159,2025-12-20,LV Phytocalm B30,Calme / stress – support,MG,comportement_patient,Mes patients veulent un vrai somnifère,"C'est une préoccupation que j'entends souvent. Que demandent-ils exactement comme effet et dans quel délai ? Recadrage des attentes, limites claires et orientation médicale si besoin.",Bon,Junior,Standard,3,Facilitant,4.54,4.79,4.27,4.49,1,1,Positif,151,Intérêt manifesté,questionnement
CONV_1449,REP_214,CLIENT_196,2026-01-20,Oligovit Zinc B15,Zinc – cure courte,MG,conviction,Pas convaincu par les données sur le zinc,"Votre point est tout à fait valable. 1 repère ciblé sur l'indication, positionnement clair et suivi. Je repasse dans 15 jours pour votre retour.",Bon,Confirmé,Standard,3,Analysant,5.51,2.87,4.04,4.06,2,1,Neutre,270,Fiche laissée,conformite
CONV_1450,REP_200,CLIENT_003,2025-11-04,LV Fersang B60,Fer / énergie,MG,tolerance,Trop d'intolérance digestive signalée,"Je comprends votre réticence. C'est plutôt nausées, constipation, ou autre inconfort ? Conseils de prise adaptés ; je vous partage les recommandations pratiques.",Bon,Confirmé,Standard,4,Promouvant,6.1,7.12,6.88,6.76,3,1,Neutre,79,Fiche laissée,ACRV|conformite
CONV_1451,REP_201,CLIENT_156,2025-09-26,LV Tétra B B30,Vitamines B – énergie,MG,autre,Je n'aime pas les compléments vitamines B,Votre remarque est pertinente. Sur quels cas vous acceptez une aide pratique en support ? Positionnement support avec rappel des limites et suivi à J+14.,Bon,Junior,Standard,4,Promouvant,5.78,7.06,6.31,6.4,3,1,Neutre,69,Intérêt manifesté,ACRV|questionnement
CONV_1452,REP_202,CLIENT_134,2026-02-12,PULMAX antitussif 150ml,Toux – sirop,ORL,comportement_patient,Les patients s'automédiquent trop,"Votre point est tout à fait valable. Vous le constatez souvent dans votre pratique ? Message sécurité : bon usage, durée limitée, consulter si persistance.",Bon,Confirmé,Standard,5,Facilitant,7.38,6.31,5.48,6.2,2,1,Neutre,475,À suivre,conformite
CONV_1453,REP_203,CLIENT_008,2025-09-04,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,"Tout le monde en demande, c'est galvaudé",Votre remarque est pertinente. Quel profil vous voudriez prioriser dans votre patientèle ? Segmentation patient ciblée avec cure courte et suivi J+15.,Bon,Junior,Standard,3,Promouvant,5.4,6.52,8.03,6.92,3,1,Neutre,275,Intérêt manifesté,ACRV|segmentation|questionnement
CONV_1454,REP_204,CLIENT_028,2025-12-01,Vitonic Allaitement B45,Allaitement – support nutritionnel,MG,securite,Je suis très prudent avec les produits en allaitement,"Je comprends votre réticence. Votre vigilance porte sur quoi exactement : dosage, tolérance ou interactions ? Réponse prudente avec renvoi à la fiche produit et proposition d'un plan B.",Bon,Confirmé,Standard,4,Facilitant,6.78,7.1,6.09,6.57,2,1,Neutre,169,Intérêt manifesté,conformite
CONV_1455,REP_205,CLIENT_154,2026-01-06,Pédiakids Crème change 40g,Dermite du siège – topique,Pédiatre,autre,Ça ne marche pas toujours dans mon expérience,"C'est une objection fréquente. Sur quel contexte exactement : mycose, irritation, ou allergie ? Clarification diagnostique, orientation si besoin, positionnement en prévention.",Bon,Confirmé,Standard,3,Facilitant,6.09,7.34,5.4,6.15,1,1,Positif,452,Fiche laissée,conformite|questionnement
CONV_1456,REP_206,CLIENT_005,2026-02-03,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,tolerance,Problème de reflux et d'odeur signalé,Je comprends. C'est fréquent chez quel type de patients dans votre pratique ? Conseil prise au repas et adaptation du schéma pour le confort.,Bon,Junior,Flash,5,Promouvant,7.01,5.56,5.98,6.11,3,1,Positif,36,Intérêt manifesté,ACRV|questionnement
CONV_1457,REP_207,CLIENT_021,2025-09-16,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,Pédiatre,autre,Je ne veux pas multiplier les références pédiatriques,Votre remarque est pertinente. Vous préférez une règle simple pour choisir ? 1 règle de tri claire entre les deux références et plan B.,Bon,Junior,Standard,5,Promouvant,7.44,5.53,5.77,6.12,1,1,Positif,377,Intérêt manifesté,basique
CONV_1458,REP_208,CLIENT_107,2026-02-13,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,autre,Trop de demandes énergie dans ma patientèle,C'est une préoccupation que j'entends souvent. Quel profil vous priorisez parmi ces demandes ? Segmentation et cadrage des attentes réalistes.,Bon,Junior,Standard,5,Promouvant,6.01,7.65,7.21,7.04,2,1,Neutre,465,À suivre,segmentation|questionnement
CONV_1459,REP_209,CLIENT_162,2025-09-02,Vitonic Grossesse B30,Grossesse – support nutritionnel,Gynéco,securite,Je suis très prudent avec tout produit en grossesse,"Votre point est tout à fait valable. Vous craignez quoi précisément : dosage, tolérance ou interactions ? Réponse prudente avec renvoi à la fiche et plan B selon le trimestre.",Bon,Confirmé,Standard,4,Facilitant,5.46,5.63,2.27,4.08,2,1,Neutre,286,Intérêt manifesté,conformite
CONV_1460,REP_210,CLIENT_046,2026-02-03,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,autre,Je préfère une approche médicale classique,Je comprends votre réticence. Positionnement support clair avec prudence et complémentarité médicale. Est-ce que cela répond à votre point ?,Bon,Confirmé,Standard,3,Promouvant,5.34,5.82,6.42,5.97,2,1,Neutre,277,Intérêt manifesté,conformite
CONV_1461,REP_211,CLIENT_157,2025-12-20,Vitonic Conception B30,Conception – préconception,Gynéco,temps,Mes patientes oublient vite la routine,"Votre remarque est pertinente. Rituel de prise, rappel digital et point retour à J+15. D'accord pour un test sur 2 patients ?",Bon,Junior,Flash,4,Promouvant,7.83,7.02,6.34,6.92,3,1,Positif,47,Fiche laissée,ACRV|closing
CONV_1462,REP_200,CLIENT_124,2025-09-19,LV Fersang B60,Fer / énergie,Gynéco,tolerance,Trop d'intolérance digestive signalée,Oui. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Débutant,Flash,3,Promouvant,5.07,2.31,4.53,4.0,0,0,Neutre,53,Report,basique
CONV_1463,REP_201,CLIENT_079,2026-02-12,LV Tétra B B30,Vitamines B – énergie,MG,autre,Je n'aime pas les compléments vitamines B,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Junior,Flash,3,Promouvant,2.4,4.97,3.08,3.48,0,0,Négatif,46,Refus poli,basique
CONV_1464,REP_202,CLIENT_109,2025-11-03,PULMAX antitussif 150ml,Toux – sirop,MG,comportement_patient,Les patients s'automédiquent trop,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Débutant,Flash,4,Facilitant,2.43,5.3,4.12,4.05,0,0,Négatif,39,Report,basique
CONV_1465,REP_203,CLIENT_198,2025-09-24,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,Pas d'intérêt clinique démontré,Oui. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Débutant,Flash,2,Promouvant,4.42,4.23,4.77,4.52,0,0,Négatif,22,Pas d'engagement,basique
CONV_1466,REP_204,CLIENT_028,2026-02-10,Vitonic Allaitement B45,Allaitement – support nutritionnel,MG,autre,Trop de produits post-partum sur le marché,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Junior,Flash,4,Promouvant,5.25,4.74,3.04,4.1,0,0,Neutre,20,Report,basique
CONV_1467,REP_205,CLIENT_188,2025-12-20,Pédiakids Crème change 40g,Dermite du siège – topique,Pédiatre,autre,Ça ne marche pas toujours dans mon expérience,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,4,Facilitant,4.3,2.22,2.69,2.95,0,0,Neutre,33,Report,basique
CONV_1468,REP_206,CLIENT_161,2026-02-07,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,tolerance,Problème de reflux et d'odeur signalé,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Junior,Flash,2,Promouvant,3.05,4.35,4.9,4.27,0,0,Négatif,43,Refus poli,basique
CONV_1469,REP_207,CLIENT_171,2026-01-28,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,Pédiatre,comportement_patient,Les parents confondent les deux types de toux,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,2,Promouvant,2.55,2.48,3.75,3.07,0,0,Négatif,15,Refus poli,basique
CONV_1470,REP_208,CLIENT_093,2026-02-18,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,conviction,Pas convaincu par les données sur la CoQ10,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,4,Analysant,4.7,5.21,3.46,4.29,0,0,Négatif,30,Refus poli,basique
CONV_1471,REP_209,CLIENT_180,2025-11-03,Vitonic Grossesse B30,Grossesse – support nutritionnel,MG,tolerance,Les nausées empêchent la prise régulière,"Je comprends. Pas de souci, c'est toujours efficace. Je vous laisse une fiche.",Faible,Junior,Flash,2,Promouvant,5.14,2.25,4.67,4.06,1,0,Négatif,32,Report,basique
CONV_1472,REP_210,CLIENT_060,2026-02-03,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,autre,Je préfère une approche médicale classique,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Junior,Flash,4,Promouvant,3.79,4.21,5.08,4.5,0,0,Négatif,43,Report,basique
CONV_1473,REP_211,CLIENT_050,2025-10-07,Vitonic Conception B30,Conception – préconception,Gynéco,temps,Mes patientes oublient vite la routine,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Junior,Flash,4,Promouvant,5.73,4.79,4.52,4.9,0,0,Neutre,53,Refus poli,basique
CONV_1474,REP_212,CLIENT_042,2025-11-23,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,MG,comportement_patient,Les parents veulent un cocktail de produits,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Junior,Flash,2,Promouvant,2.42,4.38,2.98,3.26,0,0,Neutre,16,Report,basique
CONV_1475,REP_213,CLIENT_197,2026-02-01,Pédiakids Oméga3 150ml,Oméga-3 – enfant,Pédiatre,securite,Je suis prudent sur les allégations cognitives,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,2,Facilitant,5.9,3.95,3.53,4.25,0,0,Négatif,51,Pas d'engagement,basique
CONV_1476,REP_214,CLIENT_049,2025-09-30,LV Phytocalm B30,Calme / stress – support,MG,comportement_patient,Mes patients veulent un vrai somnifère,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Junior,Flash,2,Facilitant,4.49,2.64,2.8,3.17,0,0,Négatif,52,Report,basique
CONV_1477,REP_200,CLIENT_155,2026-01-30,Oligovit Zinc B15,Zinc – cure courte,MG,autre,"Tout le monde demande du zinc, c'est trop galvaudé",C'est une préoccupation que j'entends souvent. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Junior,Standard,4,Promouvant,3.38,4.19,3.81,3.82,0,0,Négatif,399,Report,basique
CONV_1478,REP_201,CLIENT_177,2025-10-02,LV Fersang B60,Fer / énergie,Gynéco,habitudes,J'ai mes habitudes avec un autre fer,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Junior,Flash,4,Contrôlant,3.22,2.5,4.55,3.6,0,0,Négatif,47,Refus poli,basique
CONV_1479,REP_202,CLIENT_187,2025-12-10,LV Tétra B B30,Vitamines B – énergie,MG,comportement_patient,Mes patients ne prennent pas régulièrement,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,4,Facilitant,2.43,5.15,5.42,4.59,0,0,Négatif,46,Pas d'engagement,basique
CONV_1480,REP_203,CLIENT_083,2026-01-27,PULMAX antitussif 150ml,Toux – sirop,MG,temps,Pas le temps pour une présentation,Ce produit est révolutionnaire dans sa catégorie. Vos patients vont adorer.,Faible,Débutant,Flash,4,Contrôlant,2.71,3.69,3.09,3.17,0,0,Neutre,23,Pas d'engagement,basique
CONV_1481,REP_204,CLIENT_027,2026-02-21,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,Pas d'intérêt clinique démontré,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Junior,Flash,4,Promouvant,3.5,3.88,4.67,4.14,0,0,Négatif,51,Refus poli,basique
CONV_1482,REP_205,CLIENT_031,2025-11-01,Vitonic Allaitement B45,Allaitement – support nutritionnel,MG,autre,Trop de produits post-partum sur le marché,Votre remarque est pertinente. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Junior,Standard,4,Promouvant,2.55,2.15,5.16,3.6,0,0,Neutre,77,Pas d'engagement,basique
CONV_1483,REP_206,CLIENT_168,2025-12-23,Pédiakids Crème change 40g,Dermite du siège – topique,MG,temps,Les parents changent de marque tout le temps,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Débutant,Flash,4,Contrôlant,3.9,3.09,3.72,3.58,0,0,Neutre,55,Refus poli,basique
CONV_1484,REP_207,CLIENT_166,2026-02-27,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,tolerance,Problème de reflux et d'odeur signalé,Je comprends. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Débutant,Flash,4,Promouvant,3.51,1.72,3.75,3.08,0,0,Négatif,45,Refus poli,basique
CONV_1485,REP_208,CLIENT_215,2026-01-28,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,ORL,autre,Je ne veux pas multiplier les références pédiatriques,"Je comprends. Pas de souci, c'est toujours efficace. Je vous laisse une fiche.",Faible,Junior,Flash,3,Promouvant,2.1,5.24,4.63,4.18,1,0,Neutre,48,Pas d'engagement,basique
CONV_1486,REP_209,CLIENT_032,2026-01-08,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,conviction,Pas convaincu par les données sur la CoQ10,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Débutant,Flash,2,Analysant,5.0,3.53,3.54,3.9,0,0,Négatif,20,Pas d'engagement,basique
CONV_1487,REP_210,CLIENT_134,2025-11-30,Vitonic Grossesse B30,Grossesse – support nutritionnel,Gynéco,tolerance,Les nausées empêchent la prise régulière,Je comprends. C'est un bon produit. Vous pouvez le prescrire sans problème. Je vous garantis que vos patients seront satisfaits.,Faible,Junior,Flash,2,Promouvant,2.98,2.88,2.77,2.86,0,0,Neutre,35,Report,basique
CONV_1488,REP_211,CLIENT_167,2025-10-12,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,comportement_patient,Mes patients veulent des résultats immédiats,"C'est le meilleur produit de notre gamme. La tolérance est excellente, aucun effet secondaire signalé.",Faible,Débutant,Flash,2,Facilitant,2.65,2.28,3.7,3.01,0,0,Négatif,39,Refus poli,basique
