seq_id,state,label,confidence,stress,slouch_score,spine_angle,arms_crossed_rate,face_touch_rate,niveau_alia,etape_vm,vm_description,coaching_hint
469,slouched,2,59.99,40.01,0.0742,2.27,0.8333,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
470,slouched,2,62.45,37.55,0.1264,1.97,0.7,0.0333,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
471,slouched,2,58.7,41.3,0.1166,1.52,0.9,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
472,slouched,2,63.33,36.67,0.1229,2.4,0.7,0.0333,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
473,slouched,2,57.07,42.93,0.0896,1.37,1.0,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
474,slouched,2,57.51,42.49,0.0734,1.41,1.0,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
475,slouched,2,60.38,39.62,0.1262,1.84,0.8,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
476,slouched,2,61.12,38.88,0.1497,3.34,0.7667,0.1667,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
477,slouched,2,60.27,39.73,0.1183,2.66,0.8333,0.0333,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
478,slouched,2,59.04,40.96,0.0954,1.59,0.8667,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
479,slouched,2,61.28,38.72,0.1378,3.24,0.7667,0.0333,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
480,slouched,2,62.88,37.12,0.1365,2.65,0.6667,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
481,slouched,2,60.3,39.7,0.1198,2.59,0.8,0.0,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
482,slouched,2,64.45,35.55,0.1358,2.88,0.5333,0.0333,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
483,slouched,2,58.99,41.01,0.083,1.14,0.9,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
484,slouched,2,63.13,36.87,0.1476,3.2,0.6,0.1333,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
485,slouched,2,58.87,41.13,0.0853,1.39,0.8667,0.0,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
486,slouched,2,62.45,37.55,0.1316,2.43,0.7333,0.0667,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
487,slouched,2,58.74,41.26,0.0979,1.28,0.9,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
488,slouched,2,60.89,39.11,0.1343,2.41,0.7667,0.0667,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
489,slouched,2,62.01,37.99,0.1271,2.24,0.7,0.0667,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
490,slouched,2,64.62,35.38,0.1603,3.94,0.6,0.0333,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
491,slouched,2,57.64,42.36,0.0678,1.47,0.9667,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
492,slouched,2,60.87,39.13,0.138,2.61,0.8,0.0667,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
493,slouched,2,61.23,38.77,0.1139,2.43,0.7333,0.1333,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
494,slouched,2,58.94,41.06,0.0954,1.72,0.8667,0.0,Junior,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
495,slouched,2,64.92,35.08,0.1389,2.4,0.5667,0.0333,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
496,slouched,2,60.66,39.35,0.0754,1.6,0.8333,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
497,slouched,2,64.33,35.67,0.1407,2.53,0.6,0.0333,Junior,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
498,slouched,2,64.01,35.99,0.1507,3.6,0.6,0.0333,Débutant,2,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
499,slouched,2,61.19,38.81,0.1018,2.11,0.8,0.0,Débutant,1,Posture fermée — signal de stress ou d'hésitation,Posture voûtée détectée — redressez-vous et ouvrez les épaules pour convaincre.
