conversation_id,rep_id,client_id,date,product,objection_type,objection_text,rep_response,response_quality,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,client_sentiment,conversation_duration_sec,outcome,conversation_transcript,skill_tags,year,month,month_name,week,day_of_week,duration_minutes,duration_category,objection_difficulty,objection_text_len,response_len_chars,response_len_words,transcript_len_chars,has_empathy,has_data_args,has_followup_q,has_solution,is_vague,argumentation_richness,response_to_objection_ratio,info_density,nb_skill_tags,tag_argumentation_solide,tag_argumentation_correcte,tag_reponse_scientifique,tag_empathie_client,tag_informations_basiques,tag_reponse_vague,tag_manque_preparation,skill_level,quality_label,is_success,is_success_broad,sentiment_label,context_weighted_score,above_success_threshold
CONV00020,REP018,CLI0115,2026-01-10,PHYTOFANE Lotion anti chute,Stock suffisant,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,8.9,9.7,8.2,8.9,Neutre,336,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2026,1,January,2,Saturday,5.6,Courte (3-6 min),Difficile,74,278,45,533,0,0,1,0,0,1,3.71,7.89,3,1,0,1,1,0,0,0,Expert,2,1,1,0,8.82,1
CONV00252,REP023,CLI0222,2026-01-12,Vitonic Tonus,Demande Faible,"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.","Je comprends. C'est justement une opportunité ! La demande est faible car les clients ne connaissent pas encore le produit. Nous proposons un kit de 5 affiches et des échantillons gratuits pour créer la demande. Dans les pharmacies qui ont utilisé ce kit, les ventes ont augmenté de 60% en 2 mois. Puis-je vous montrer notre plan d'animation ?",Excellent,8.6,8.5,9.7,8.9,Négatif,247,Intérêt Fort,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: Je comprends. C'est justement une opportunité ! La demande est faible car les clients ne connaissent pas encore le produit. Nous proposons un kit de 5 affiches et des échantillons gratuits pour créer la demande. Dans les pharmacies qui ont utilisé ce kit, les ventes ont augmenté de 60% en 2 mois. Puis-je vous montrer notre plan d'animation ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2026,1,January,3,Monday,4.12,Courte (3-6 min),Standard,83,343,59,593,1,1,1,0,0,3,4.08,13.98,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,9.06,1
CONV00358,REP024,CLI0209,2026-01-13,Vitonic Tonus,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.,Bon,7.2,7.8,6.0,7.0,Négatif,173,À rappeler,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,3,Tuesday,2.88,Très courte (<3 min),Standard,88,95,14,350,0,0,0,0,0,0,1.07,4.7,2,0,1,0,0,1,0,0,Confirmé,1,0,0,-1,6.84,0
CONV00286,REP021,CLI0114,2026-01-13,PHYTOFANE Lotion anti chute,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Beaucoup de clients sont satisfaits du produit.,Faible,5.5,4.0,2.1,3.9,Neutre,167,Objections non résolues,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Beaucoup de clients sont satisfaits du produit.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2026,1,January,3,Tuesday,2.78,Très courte (<3 min),Standard,92,47,7,320,0,0,0,0,0,0,0.51,2.43,2,0,0,0,0,0,1,1,À améliorer,0,0,0,0,3.52,0
CONV00143,REP008,CLI0078,2026-01-14,Omevie Omega 3 – 1000,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Excellente question ! Omevie Omega 3 – 1000 a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?,Excellent,9.3,9.2,8.1,8.9,Négatif,144,Intérêt Fort,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Excellente question ! Omevie Omega 3 – 1000 a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2026,1,January,3,Wednesday,2.4,Très courte (<3 min),Standard,92,323,48,590,0,1,1,0,0,2,3.47,19.2,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,8.73,1
CONV00352,REP015,CLI0081,2026-01-15,LV CYSPROTECT,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.",Bon,6.0,6.8,5.1,6.0,Neutre,374,Demande info,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,3,Thursday,6.23,Standard (6-10 min),Standard,92,97,17,356,0,1,0,0,0,1,1.04,2.69,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,5.84,0
CONV00271,REP024,CLI0227,2026-01-15,Omevie Omega 3 – 1000,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre marque est connue et fiable.,Faible,4.0,4.3,3.6,4.0,Neutre,514,Objections non résolues,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre marque est connue et fiable.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2026,1,January,3,Thursday,8.57,Standard (6-10 min),Standard,88,34,6,297,0,0,0,0,0,0,0.38,0.69,2,0,0,0,0,0,1,1,À améliorer,0,0,0,0,3.91,0
CONV00345,REP011,CLI0047,2026-01-16,OLIGOVIT Trio,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.",Bon,6.9,7.7,6.4,7.0,Positif,325,À rappeler,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,3,Friday,5.42,Courte (3-6 min),Standard,92,97,17,356,0,1,0,0,0,1,1.04,3.08,2,0,1,0,0,1,0,0,Confirmé,1,0,0,1,6.92,0
CONV00338,REP002,CLI0177,2026-01-16,LV Vitamine A,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.",Bon,6.2,6.5,6.4,6.4,Négatif,333,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,3,Friday,5.55,Courte (3-6 min),Standard,92,97,17,356,0,1,0,0,0,1,1.04,3.01,2,0,1,0,0,1,0,0,Confirmé,1,0,1,-1,6.38,0
CONV00118,REP025,CLI0132,2026-01-16,PHYTOFANE Lotion anti chute,Demande Faible,"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.",Nous pouvons vous fournir des supports marketing pour augmenter la demande.,Bon,6.6,7.4,6.0,6.7,Négatif,296,Demande info,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: Nous pouvons vous fournir des supports marketing pour augmenter la demande.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,3,Friday,4.93,Courte (3-6 min),Standard,83,75,11,339,0,0,0,0,0,0,0.89,2.19,2,0,1,0,0,1,0,0,Confirmé,1,0,1,-1,6.57,0
CONV00269,REP003,CLI0112,2026-01-16,PHYTOFANE Lotion anti chute,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.",Bon,6.1,7.3,6.3,6.6,Neutre,352,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,3,Friday,5.87,Courte (3-6 min),Standard,84,133,22,398,0,0,0,0,0,0,1.56,3.69,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,6.55,0
CONV00028,REP005,CLI0068,2026-01-16,LV Fersang junior,Demande Faible,"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.","Je comprends. C'est justement une opportunité ! La demande est faible car les clients ne connaissent pas encore le produit. Nous proposons un kit de 5 affiches et des échantillons gratuits pour créer la demande. Dans les pharmacies qui ont utilisé ce kit, les ventes ont augmenté de 60% en 2 mois. Puis-je vous montrer notre plan d'animation ?",Excellent,9.1,8.5,9.2,8.9,Négatif,575,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: Je comprends. C'est justement une opportunité ! La demande est faible car les clients ne connaissent pas encore le produit. Nous proposons un kit de 5 affiches et des échantillons gratuits pour créer la demande. Dans les pharmacies qui ont utilisé ce kit, les ventes ont augmenté de 60% en 2 mois. Puis-je vous montrer notre plan d'animation ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2026,1,January,3,Friday,9.58,Standard (6-10 min),Standard,83,343,59,597,1,1,1,0,0,3,4.08,6.1,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,8.96,1
CONV00176,REP011,CLI0173,2026-01-17,OLIGOVIT Trio,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.",Bon,7.6,7.5,6.4,7.2,Positif,333,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,3,Saturday,5.55,Courte (3-6 min),Standard,84,133,22,384,0,0,0,0,0,0,1.56,3.89,2,0,1,0,0,1,0,0,Confirmé,1,0,1,1,7.03,0
CONV00188,REP009,CLI0050,2026-01-17,LV CYSPROTECT,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Je connais bien ce produit concurrent. La différence principale est dans la formulation : LV CYSPROTECT utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.,Excellent,8.9,8.5,8.4,8.6,Négatif,289,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Je connais bien ce produit concurrent. La différence principale est dans la formulation : LV CYSPROTECT utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2026,1,January,3,Saturday,4.82,Courte (3-6 min),Standard,88,357,51,612,0,1,0,0,0,1,4.01,10.37,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,8.56,0
CONV00376,REP012,CLI0129,2026-01-18,LV Fersang junior,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.",Bon,6.6,6.2,6.5,6.4,Positif,268,À rappeler,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,3,Sunday,4.47,Courte (3-6 min),Standard,84,133,22,388,0,0,0,0,0,0,1.56,4.81,2,0,1,0,0,1,0,0,Confirmé,1,0,0,1,6.44,0
CONV00106,REP017,CLI0152,2026-01-18,OLIGOVIT Trio,Marque inconnue,Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.,Bon,7.9,6.1,6.6,6.9,Négatif,351,Demande info,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,3,Sunday,5.85,Courte (3-6 min),Difficile,85,72,11,324,0,0,0,0,0,0,0.84,1.85,2,0,1,0,0,1,0,0,Confirmé,1,0,1,-1,6.78,0
CONV00139,REP012,CLI0142,2026-01-19,LV CYSPROTECT,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Oui, c'est un peu cher, mais c'est un bon produit.",Faible,5.6,3.9,4.3,4.6,Positif,484,Objections non résolues,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Oui, c'est un peu cher, mais c'est un bon produit.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2026,1,January,4,Monday,8.07,Standard (6-10 min),Standard,84,50,10,301,0,0,0,0,0,0,0.59,1.22,2,0,0,0,0,0,1,1,À améliorer,0,0,0,1,4.5,0
CONV00299,REP021,CLI0145,2026-01-19,PHYTOFANE Lotion anti chute,Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.",Bon,6.7,6.2,5.7,6.2,Neutre,599,À rappeler,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,4,Monday,9.98,Standard (6-10 min),Standard,78,76,13,335,0,0,0,0,0,0,0.96,1.29,2,0,1,0,0,1,0,0,Confirmé,1,0,0,0,6.1,0
CONV00262,REP007,CLI0023,2026-01-20,LV CYSPROTECT,Posologie complexe,La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est assez simple en fait : 2 fois par jour. La notice explique bien.,Bon,7.2,6.8,6.9,7.0,Neutre,191,À rappeler,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est assez simple en fait : 2 fois par jour. La notice explique bien.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,4,Tuesday,3.18,Courte (3-6 min),Difficile,75,70,14,312,0,0,0,0,0,0,0.92,4.27,2,0,1,0,0,1,0,0,Confirmé,1,0,0,0,6.94,0
CONV00339,REP014,CLI0170,2026-01-20,Omevie Omega 3 – 1000,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.",Bon,7.2,7.4,5.8,6.8,Neutre,459,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,4,Tuesday,7.65,Standard (6-10 min),Standard,84,133,22,392,0,0,0,0,0,0,1.56,2.84,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,6.63,0
CONV00201,REP007,CLI0018,2026-01-20,PHYTOFANE Lotion anti chute,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Je comprends votre préoccupation. Cependant, PHYTOFANE Lotion anti chute contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.",Excellent,9.2,9.4,8.1,8.9,Neutre,424,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Je comprends votre préoccupation. Cependant, PHYTOFANE Lotion anti chute contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2026,1,January,4,Tuesday,7.07,Standard (6-10 min),Standard,84,312,42,577,1,1,0,0,0,2,3.67,5.86,3,1,0,1,1,0,0,0,Expert,2,1,1,0,8.76,1
CONV00316,REP023,CLI0176,2026-01-20,LV CYSPROTECT,Demande Faible,"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.","Je comprends. C'est justement une opportunité ! La demande est faible car les clients ne connaissent pas encore le produit. Nous proposons un kit de 5 affiches et des échantillons gratuits pour créer la demande. Dans les pharmacies qui ont utilisé ce kit, les ventes ont augmenté de 60% en 2 mois. Puis-je vous montrer notre plan d'animation ?",Excellent,8.6,9.5,9.5,9.2,Négatif,564,Intérêt Fort,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: Je comprends. C'est justement une opportunité ! La demande est faible car les clients ne connaissent pas encore le produit. Nous proposons un kit de 5 affiches et des échantillons gratuits pour créer la demande. Dans les pharmacies qui ont utilisé ce kit, les ventes ont augmenté de 60% en 2 mois. Puis-je vous montrer notre plan d'animation ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2026,1,January,4,Tuesday,9.4,Standard (6-10 min),Standard,83,343,59,593,1,1,1,0,0,3,4.08,6.21,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,9.28,1
CONV00068,REP020,CLI0190,2026-01-20,LV Vitamine A,Demande Faible,"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.","Je comprends. C'est justement une opportunité ! La demande est faible car les clients ne connaissent pas encore le produit. Nous proposons un kit de 5 affiches et des échantillons gratuits pour créer la demande. Dans les pharmacies qui ont utilisé ce kit, les ventes ont augmenté de 60% en 2 mois. Puis-je vous montrer notre plan d'animation ?",Excellent,8.4,9.3,8.3,8.7,Neutre,510,Commande,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: Je comprends. C'est justement une opportunité ! La demande est faible car les clients ne connaissent pas encore le produit. Nous proposons un kit de 5 affiches et des échantillons gratuits pour créer la demande. Dans les pharmacies qui ont utilisé ce kit, les ventes ont augmenté de 60% en 2 mois. Puis-je vous montrer notre plan d'animation ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2026,1,January,4,Tuesday,8.5,Standard (6-10 min),Standard,83,343,59,593,1,1,1,0,0,3,4.08,6.86,3,1,0,1,1,0,0,0,Expert,2,1,1,0,8.62,0
CONV00110,REP013,CLI0107,2026-01-21,LV CYSPROTECT,Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.",Bon,7.3,6.7,5.3,6.4,Neutre,280,À rappeler,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,4,Wednesday,4.67,Courte (3-6 min),Standard,78,76,13,321,0,0,0,0,0,0,0.96,2.73,2,0,1,0,0,1,0,0,Confirmé,1,0,0,0,6.22,0
CONV00111,REP003,CLI0111,2026-01-21,LV Fersang junior,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.",Bon,7.6,7.1,6.2,7.0,Négatif,501,Demande info,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,4,Wednesday,8.35,Standard (6-10 min),Standard,92,97,17,360,0,1,0,0,0,1,1.04,2.01,2,0,1,0,0,1,0,0,Confirmé,1,0,1,-1,6.82,0
CONV00397,REP005,CLI0156,2026-01-21,"Echinacée, Zinc, Vit.C",Stock suffisant,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.",Bon,7.2,6.1,6.6,6.6,Neutre,210,Demande info,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,4,Wednesday,3.5,Courte (3-6 min),Difficile,74,74,12,324,0,0,0,0,1,0,0.99,3.33,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,6.6,0
CONV00226,REP012,CLI0142,2026-01-22,LV Fersang junior,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.",Bon,6.6,6.8,5.6,6.3,Neutre,425,À rappeler,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2026,1,January,4,Thursday,7.08,Standard (6-10 min),Standard,84,133,22,388,0,0,0,0,0,0,1.56,3.06,2,0,1,0,0,1,0,0,Confirmé,1,0,0,0,6.21,0
CONV00283,REP011,CLI0038,2026-01-22,PHYTOFANE Lotion anti chute,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Je comprends votre préoccupation. Cependant, PHYTOFANE Lotion anti chute contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.",Excellent,8.7,9.0,9.4,9.0,Neutre,484,Intérêt Fort,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Je comprends votre préoccupation. Cependant, PHYTOFANE Lotion anti chute contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2026,1,January,4,Thursday,8.07,Standard (6-10 min),Standard,84,312,42,577,1,1,0,0,0,2,3.67,5.14,3,1,0,1,1,0,0,0,Expert,2,1,1,0,9.1,1
