conversation_id,rep_id,client_id,date,month,month_name,product,objection_type,objection_difficulty,response_quality,quality_label,overall_score,context_weighted_score,objection_handling_score,client_sentiment,sentiment_label,outcome,is_success,is_success_broad,skill_level,argumentation_richness,duration_minutes,duration_category,year
CONV00008,REP013,CLI0069,2026-01-29,1,January,OLIGOVIT Trio,Prix élevé,Standard,Faible,0,4.2,3.9,2.6,Positif,1,Objections non résolues,0,0,À améliorer,0,3.8,Courte (3-6 min),2026
CONV00213,REP018,CLI0165,2026-01-30,1,January,Vitonic Tonus,Marque inconnue,Difficile,Excellent,2,9.6,9.58,9.3,Négatif,-1,Commande,1,1,Expert,2,6.47,Standard (6-10 min),2026
CONV00346,REP005,CLI0179,2026-01-30,1,January,LV Fersang junior,Concurrence,Standard,Excellent,2,9.2,9.28,9.6,Négatif,-1,Rendez-vous futur,1,1,Expert,1,9.2,Standard (6-10 min),2026
CONV00191,REP023,CLI0061,2026-01-30,1,January,OLIGOVIT Trio,Demande Faible,Standard,Excellent,2,8.8,8.84,9.0,Négatif,-1,Rendez-vous futur,1,1,Expert,3,7.68,Standard (6-10 min),2026
CONV00166,REP003,CLI0177,2026-01-30,1,January,LV CYSPROTECT,Demande Faible,Standard,Bon,1,6.5,6.46,6.2,Négatif,-1,À rappeler,0,0,Confirmé,0,3.33,Courte (3-6 min),2026
CONV00394,REP019,CLI0038,2026-01-31,1,January,LV Vitamine A,Concurrence,Standard,Excellent,2,9.2,9.21,9.2,Neutre,0,Rendez-vous futur,1,1,Expert,1,3.42,Courte (3-6 min),2026
CONV00195,REP017,CLI0115,2026-01-31,1,January,LV Fersang junior,Marque inconnue,Difficile,Excellent,2,9.0,9.02,9.1,Négatif,-1,Rendez-vous futur,1,1,Expert,2,5.87,Courte (3-6 min),2026
CONV00272,REP017,CLI0093,2026-01-31,1,January,LV CYSPROTECT,Marque inconnue,Difficile,Faible,0,3.8,3.86,4.3,Neutre,0,Refus,0,0,À améliorer,0,6.25,Standard (6-10 min),2026
CONV00014,REP010,CLI0062,2026-01-31,1,January,OLIGOVIT Trio,Efficacité douteuse,Standard,Faible,0,4.2,4.01,3.5,Négatif,-1,Pas intéressé,0,0,À améliorer,0,4.05,Courte (3-6 min),2026
CONV00023,REP010,CLI0056,2026-01-31,1,January,PHYTOFANE Lotion anti chute,Concurrence,Standard,Bon,1,5.9,5.8,5.1,Neutre,0,À rappeler,0,0,Confirmé,0,6.93,Standard (6-10 min),2026
CONV00119,REP013,CLI0154,2026-01-31,1,January,PHYTOFANE Lotion anti chute,Prix élevé,Standard,Excellent,2,9.6,9.6,9.5,Positif,1,Intérêt Fort,1,1,Expert,2,2.05,Très courte (<3 min),2026
CONV00245,REP015,CLI0159,2026-02-01,2,February,OLIGOVIT Trio,Concurrence,Standard,Bon,1,6.3,6.36,6.6,Négatif,-1,Demande info,0,1,Confirmé,0,9.38,Standard (6-10 min),2026
CONV00019,REP014,CLI0120,2026-02-01,2,February,"Echinacée, Zinc, Vit.C",Effets Secondaires,Standard,Bon,1,6.6,6.58,6.5,Neutre,0,Intérêt Modéré,0,1,Confirmé,0,7.73,Standard (6-10 min),2026
CONV00170,REP019,CLI0091,2026-02-02,2,February,PHYTOFANE Lotion anti chute,Stock suffisant,Difficile,Excellent,2,9.4,9.4,9.3,Neutre,0,Intérêt Fort,1,1,Expert,1,2.42,Très courte (<3 min),2026
CONV00042,REP005,CLI0007,2026-02-03,2,February,PHYTOFANE Lotion anti chute,Stock suffisant,Difficile,Faible,0,4.5,4.32,3.4,Neutre,0,Refus,0,0,À améliorer,0,4.08,Courte (3-6 min),2026
CONV00238,REP003,CLI0077,2026-02-03,2,February,OLIGOVIT Trio,Marque inconnue,Difficile,Bon,1,6.0,5.85,5.2,Neutre,0,Intérêt Modéré,0,1,Confirmé,0,8.9,Standard (6-10 min),2026
CONV00099,REP004,CLI0036,2026-02-03,2,February,"Echinacée, Zinc, Vit.C",Demande Faible,Standard,Bon,1,6.7,6.67,6.8,Négatif,-1,Intérêt Modéré,0,1,Confirmé,0,2.32,Très courte (<3 min),2026
CONV00294,REP006,CLI0126,2026-02-05,2,February,Omevie Omega 3 – 1000,Marque inconnue,Difficile,Excellent,2,8.7,8.75,9.0,Neutre,0,Intérêt Fort,1,1,Expert,2,2.77,Très courte (<3 min),2026
CONV00310,REP013,CLI0219,2026-02-06,2,February,LV Fersang junior,Demande Faible,Standard,Bon,1,7.0,7.03,7.0,Neutre,0,Intérêt Modéré,0,1,Confirmé,0,6.28,Standard (6-10 min),2026
CONV00302,REP003,CLI0205,2026-02-06,2,February,LV CYSPROTECT,Concurrence,Standard,Excellent,2,8.5,8.5,8.7,Neutre,0,Intérêt Fort,1,1,Expert,1,4.5,Courte (3-6 min),2026
CONV00165,REP020,CLI0164,2026-02-07,2,February,"Echinacée, Zinc, Vit.C",Stock suffisant,Difficile,Faible,0,4.1,3.92,2.9,Positif,1,Pas intéressé,0,0,À améliorer,0,6.23,Standard (6-10 min),2026
CONV00054,REP004,CLI0149,2026-02-08,2,February,Omevie Omega 3 – 1000,Concurrence,Standard,Bon,1,7.0,6.83,5.8,Neutre,0,Demande info,0,1,Confirmé,0,9.92,Standard (6-10 min),2026
CONV00326,REP022,CLI0036,2026-02-08,2,February,OLIGOVIT Trio,Posologie complexe,Difficile,Bon,1,6.7,6.6,5.8,Neutre,0,Demande info,0,1,Confirmé,0,7.58,Standard (6-10 min),2026
CONV00362,REP017,CLI0028,2026-02-08,2,February,LV Vitamine A,Posologie complexe,Difficile,Excellent,2,9.1,9.12,9.5,Positif,1,Commande,1,1,Expert,1,5.25,Courte (3-6 min),2026
CONV00122,REP004,CLI0104,2026-02-09,2,February,Omevie Omega 3 – 1000,Posologie complexe,Difficile,Excellent,2,9.4,9.38,9.4,Neutre,0,Intérêt Fort,1,1,Expert,1,4.77,Courte (3-6 min),2026
CONV00105,REP019,CLI0083,2026-02-10,2,February,PHYTOFANE Lotion anti chute,Effets Secondaires,Standard,Excellent,2,8.4,8.4,8.2,Positif,1,Commande,1,1,Expert,1,3.48,Courte (3-6 min),2026
CONV00208,REP011,CLI0078,2026-02-11,2,February,PHYTOFANE Lotion anti chute,Marque inconnue,Difficile,Faible,0,4.8,4.74,5.0,Neutre,0,Objections non résolues,0,0,À améliorer,0,3.8,Courte (3-6 min),2026
CONV00273,REP002,CLI0220,2026-02-11,2,February,LV Vitamine A,Stock suffisant,Difficile,Excellent,2,9.0,8.9,8.4,Positif,1,Commande,1,1,Expert,1,4.08,Courte (3-6 min),2026
CONV00064,REP006,CLI0078,2026-02-11,2,February,OLIGOVIT Trio,Stock suffisant,Difficile,Bon,1,6.8,6.74,6.1,Neutre,0,Demande info,0,1,Confirmé,0,8.03,Standard (6-10 min),2026
CONV00265,REP017,CLI0228,2026-02-11,2,February,LV Fersang junior,Marque inconnue,Difficile,Faible,0,4.2,4.2,3.7,Neutre,0,Objections non résolues,0,0,À améliorer,0,5.07,Courte (3-6 min),2026
CONV00190,REP011,CLI0064,2026-02-13,2,February,LV CYSPROTECT,Concurrence,Standard,Bon,1,6.4,6.24,5.7,Neutre,0,Demande info,0,1,Confirmé,0,4.22,Courte (3-6 min),2026
CONV00298,REP005,CLI0046,2026-02-14,2,February,Omevie Omega 3 – 1000,Demande Faible,Standard,Faible,0,5.0,5.06,4.9,Neutre,0,Pas intéressé,0,0,À améliorer,0,7.98,Standard (6-10 min),2026
CONV00199,REP024,CLI0058,2026-02-14,2,February,Vitonic Tonus,Posologie complexe,Difficile,Excellent,2,9.0,9.04,9.1,Positif,1,Rendez-vous futur,1,1,Expert,1,8.45,Standard (6-10 min),2026
CONV00196,REP009,CLI0210,2026-02-14,2,February,"Echinacée, Zinc, Vit.C",Prix élevé,Standard,Excellent,2,8.8,8.9,9.4,Neutre,0,Rendez-vous futur,1,1,Expert,2,8.35,Standard (6-10 min),2026
